,Index,comments,location,dislikes,likes
471,471,They're on StockX for pretty good prices,delhi,78,99
472,472,man the guys from patta are so dope. legends,delhi,85,38
473,473,The 95s are the best air max of all time,kolkata,47,67
474,474,Absolutely ! The most comfortable Air Max ever.,delhi,77,95
475,475,"@Maxwell Agreed, my triple blacks are beautiful.",bangalore,28,39
476,476,And yet is the most priced air maxes of the line.,bangalore,22,60
477,477,"the original 1s are the best of all time, fight me ",kolkata,85,96
478,478,More content like this please,bangalore,7,65
479,479,"I have owned 2 nikes and 2 Jordan shoes. And those shoes are really perfect. Nike did really a good job at making not just shoes. But also some other clothes like a shirt, a tracksuit, pants, shorts and so on. So yeah,Good job nike- Damian "" Robert "" Galewski ",chennai,13,46
480,480,The greatest shoes Nike Air Max Invigor and all the kind similars of Nike REQUIN/Nike Shark Tn,delhi,80,87
481,481,This docu is amazing!!,bangalore,52,49
482,482,The 2090's are going to become a classic within a decade,mumbai,58,68
483,483,Please bring back the Air max classic BW!!!!!!,delhi,7,9
484,484,"Damn.....was that inspiring or WHAT?! 1,90,93,95,97,98,+,tn,bw and 2090...... What a legacy.",bangalore,6,41
485,485,Great video but it’s sad that they skipped on a lot of Air Max models.,kolkata,27,67
486,486,"AM 2090 might be not the most durable or practicable shoes, but they are so freaking comfortable 10 / 10. I can't stop moving when I put them on.",chennai,98,0
487,487,"I can choose a certain model air max but some of my favs are 2090, excee and 720s in certain color ways. As far as silhouette it's those 3.",delhi,92,22
488,488,"Great vid, love it !!",bangalore,79,25
489,489,I was born in 90 so i really love this shoe just got a blk & grey pair,chennai,9,10
490,490,I was 9yo and in London my AM90's where known as the SE 3's in those days.,kolkata,85,86
491,491,The best shoes ,chennai,74,13
492,492,@Nike  We Dutch people need our Air Max Classic/BW. Please start producing and selling them again. They aren't for sale anymore as from the 2018s. Its 2020 and I wrecked my last pair and only walked 3 months on them due to a production fault. You should considder cooperating with Id&amp;T and create some special ones directed to our Dutch &quot;gabber&quot; culture!My top 31. Air Max Classic/BW2. Air Force Max (OG)3. Air Force 180 (OG)I've recently bought a pair of Air Force Max CB2 Hyperfuse from 2013. They are great and lucky I was still able to get them from a kind of hidden store who had 1 pair left.,chennai,38,74
493,493,"Nike Air Max 90 is my favorite sneakers I have blue, turquoise and grape ones and I love it so comfy.",delhi,61,51
494,494,The new 2090s look dope,mumbai,67,52
495,495,90s are the best shoe ever created. If i had to chose 1 shoe to wear forever itd be AM90s,delhi,99,87
496,496,"I currently have one pair of the 90's, one pair of the new Air Structure Triax 91, just got my first BW Persian Violet, they are , have a pair of the 95's, have the air max primes aswell, troughout the years I've had many air max models, such as the tailwind 2010, fingertrap max, airmax 360, airmax 180, airmax tailwind 6, some air force 1's here and there, but the 90', the triax 91' and BW are the best for me... best shoes in the world!",chennai,84,55
497,497,"Wish they would have spent more time talking about design aesthetics and less glorifying the shoe as if it is something divine...And they just totally glossed over the 2090's instead of talking about the how's and why's of the design...Oh well, a nice 24 minutes either way...",chennai,13,16
498,498,1209Best looking Air Max ever IMO.,mumbai,63,38
499,499,"Half of airmax day is on my birthday too. Watching with my 1,90 and 97 on the wall, love 'em all >",chennai,83,97
500,500,When i got my 1st job.  I always went to footlocker  £110s.  Sneaker of dreamz.. Nikeboy,bangalore,31,38
501,501,"Finally a New Air Max that I can actually stand Behind! The 1's, & 90's the Best, the rest Suck ass! But these 2090 look Great!",chennai,67,26
502,502,I wear only 90s and Air Force 1s but I copped a custom made of this,mumbai,21,92
503,503,Can’t wait for my pair to arrive!,mumbai,33,94
504,504,Waiting for my 720 Horizon and i love my Air Max 200!,mumbai,78,15
505,505,"Fabulous doc, thanks!",kolkata,45,97
506,506,My favourite shoes in my life,chennai,91,95
507,507,Cool shoe's back in the day I remember when they 1st came out they were so different and on another note rap and techno was and still is shithouse in my opinion... ...,delhi,23,65
508,508,"I love airmax, Best way to show the world a little bit of who you are without saying a word.!!!",delhi,87,79
509,509,Fact In 1995 80% of crime scenes in the UK had the foot print of an airmax 95 or their name in the UK 110's,delhi,93,91
510,510,"Wrong, that survey was from 2007https//www.mirror.co.uk/news/uk-news/youre-niked-486163",mumbai,35,94
511,511,Air Max 90' is a  of SneakersAnd 2090 EOI Damn So Dope ,kolkata,83,71
512,512,Very good documentary although the Air Max 2090 should not have made it off of the drawing board,kolkata,10,70
513,513,Air max 90 is the future its 2020 and it stil look good cant change how it looks,bangalore,27,78
514,514,I’m surprised ATMOS didn’t get a mention. ,bangalore,91,74
515,515,@each one teach one aint nobody sleeping on atmos lol,chennai,81,13
516,516,they showed a couple of atmos collabs in the B roll,mumbai,65,31
517,517,I was waiting for atmos,chennai,57,73
518,518,WHOEVER PUT THIS TOGETHER IS MORE TALENTED THAN ME AND MY WHOLE FAMILY ,bangalore,29,65
519,519,Been waiting for any news on the airmax 90 bacon & am90 undefeated platinum colorway. I cannot find release dates or where to cop. I bought the black pair directly from undefeated because Nike was sold out. My favorite sneaker is an airmax . I'm a collector of airmax & retro jordans. I got about 150 pairs. I started collecting March 2019. I've worn them since the early to mid 90s,mumbai,40,98
520,520,Pretty sure I've heard the bacon 90s are not being released at the moment so are probably cancelled or delayed (,delhi,87,65
521,521,"I love air max , I woukd like it if they made a version with a less chunky heel",mumbai,24,97
522,522,"Pretty sure my first pair of nike air was a psir of my uncles old cross countries in 94 i was fourteen. I was ten in 90, no way my parents we're buying me branded trainers. The company my dad worked for was going through strikes for many years so me looking stylish wasn't important keeping the house was. I do t actually remember my first pair of nineties around 2000 i think. Easily my favourite trainer style recently made better imo by the terrascape line. Cannot wait for a pair of those.",mumbai,47,40
523,523,"When that 95 Air Max hit the hood (East Coast) and I saw a pair  on a young woman feet, I said those are  She balling she got paper that's how they looked.",chennai,51,60
524,524,Happy Air Max Day World!  San Francisco in a pair of Infrared Max 1s. Quarantine or Not ,mumbai,49,56
525,525,Who remembers air max classic? I believe they're now called air max BW (big window) ,mumbai,34,54
526,526,The classic is air Max 1   (1987)Air Max 90 bw are from 1991,bangalore,31,10
527,527,"Airmax till  die, the only trainers I will wear. Airmax day is the same as my birthday too. March 26th.",chennai,62,45
528,528,ONE OF MY TOP 5 NIKESTHANKS,bangalore,81,33
529,529,After seeing this video i want to become a nike designer as my job after i finished school.,chennai,64,20
530,530,This is such high quality of production for a YouTube video,bangalore,94,74
531,531,"@IGIVEYOUTHEFACTS not really, some use better cameras such as RED cameras, better photo editing software, more well thought out shots. This is like a documentary",chennai,31,61
532,532,Lol are you new to YouTube? Almost every video is high quality it’s 2021,kolkata,93,85
533,533,The AM 1 and 90 are two shoes that speak style.,bangalore,74,30
534,534,Love the sneaker culture fxckin love it ,delhi,29,84
535,535,"Bruh. They are shoes. You buy them, appreciate them, wear them, 2 weeks later, they are just another pair in your shoe rack.",kolkata,85,21
536,536,#HappyAirmaxDay2020,kolkata,59,65
537,537,I had the Day-Glo 90s and the original 180s.They were special.,kolkata,61,25
538,538,"* Me hyped for the deeper history behind the 98s *Nike Stoopid, I'm not gonna let you get the chance",bangalore,8,74
539,539,No other words but amazing,bangalore,15,97
540,540,The best documentary I have ever seen!,chennai,43,49
541,541,@Tony Montana Yeah it's not a bad one but... it aint no David Attenborough my guy!,kolkata,51,74
542,542,You need to watch better documentaries,chennai,82,87
543,543,I understand why you did it but it still would have been nice to mention some of the lesser known mainline air maxes over the years,kolkata,96,69
544,544,"Agreed. Where was the air max 360, 24-7, LTD, tailwind, solas, TL, just to name a few",bangalore,28,39
545,545,Thank you! I just said near the same but in a rant but good to know someone else is questioning why ,chennai,46,74
546,546,Air maxes are the shit ,bangalore,0,24
547,547,"Just rock the classics, the 1, 90, 93, 95, 98, BW, Commands, Ivo's...Not a huge fan of how the ones look, they're hard to wear with Jeans and stuff but the technology is amazing no doubt.",kolkata,49,4
548,548,"The only problem I have with air max shoes is, they are always out of stock in every webshop in my country. The air max 90's.",bangalore,28,83
549,549,"I've got this love/hate relationship with my 90's. I love wearing these, I hate they came from child labor.",bangalore,66,3
550,550,@Duncan 1 It's sad we should be able to change it,bangalore,86,34
551,551,it’s sad the thing is most companies use child labour and it’s something about the world that i guess we can’t change,mumbai,19,95
552,552,"My favorite Air Max sneaker is 97 premium black.. and I have also Air Max 270 react.. I won't lie.. They are fire.. only pairs of these in my school.. as I bought a 97's Premiums.. everybody was like ""What are those!?"" soon enough I started a trend in my school and I can tell that my Premiums are just like me.. simple, fasionable, uniqe ( <-- not sure if I write it correct).. Happy Air Max Day everyone D",kolkata,66,43
553,553,The greatest pair of trainers ever air max 90,mumbai,29,79
554,554,"Hi! I got some types of air max but the most comfortable is the air max oketo.I use it 10-12 hours/day and not hurts my feet, soft and light.",mumbai,82,0
555,555,those are good ones especially when first trying air max. all though they arent as expensive like the others still a great and stylish shoe,kolkata,52,27
556,556,Dick Knight I am sure is so proud from his waffle design shoes to the cultural impact his shoes have made. Not bad for an accounting major.,mumbai,23,97
557,557,"Growing up in the bay area back in the 80s way before Nike. Having shoes gave all us poor peeps individual swagger and style. We rocked Troops,BK,Diadora and le coq sportif just to name a few. That was the only thing made us different from one another. No one had the same shoes too. EAch person had to have a different syle if not colorway. Now that Nike has wiped the average mind. Cus the swoosh aint nothing but a whip in mid swing. Everyone rocking the same shit and trying to be like the next tool off instagram. Sad how things have turned out. I still have shoes from back in the days. I have OG colorways from back in the days. I laugh at the kids and whites at footlocker that say things like love your retros. When they not retros hahahha or I see you like cortezs like its my first pair. I've owned prolly 50 pairs since my gangbanging days of the 80s.",mumbai,90,6
558,558,"I first saw the airmax 95's in 9th grade; someone in the 10th grade were wearing them. From that day forward, I fell in love with that silhouette and did everything I could to learn about sneakers. Coppin' my first pair of 95's in 12th grade was a great feeling. Been workin' hard and finally had enough money to cop em myself. Still waiting for them to release the neons!",bangalore,21,91
559,559,Airmax 96 OG ones not the retro ones.. and Tailwind IV ! The best air maxes in history.,kolkata,86,7
560,560,i enjoy it and love it,mumbai,44,19
561,561,1611 where the arrow points and says first fully foamless air max is where the shoe had a flaw. After a month of use the connection broke.,delhi,92,56
562,562,They should bring back some of the styles of the late 90's back like the ACG Air Terra Ptarmigan,chennai,85,98
563,563,I love air max!!! wow~!,kolkata,42,46
564,564,"It is a shame that they didn't feature Australia. Australia easily has one of if not the biggest Air Max hype. Beats Jordans, Adidas, Asics, any day of the week. TN's alone I would say have the biggest hype here than anywhere else in the world.",mumbai,70,8
565,565,Fr the full history of air max is global. Europe and Australia and Japan are everything to the history of Air max,mumbai,69,4
566,566,Well Nike you have still 70 years time to call it Airmax 2090...  wtf,delhi,57,0
567,567,"Nike story as a startup is so interesting. I did a video on it if someone is interested to know more, let me know! Congrats!",mumbai,59,96
568,568,"My favorite shoe line ever! Way better than overplayed converse, or vans.",mumbai,79,34
569,569,NIKE AIR MAG - The greatest sneakers of all times,mumbai,52,71
570,570,Now do one about ALL the Nike Air Force series and ALL the Nike Delta Force series!!!!!,delhi,90,43
571,571,I haven't wore a pair of Air Force One's in a decade,delhi,92,81
572,572,"Honestly speaking I think we need a completely new take on the air max instead of a revamped version of the og, I do appreciate the design but at the end of the day it’s a pass not hatin just my opinion Nike please we need something new !!!!! .",mumbai,64,91
573,573,"Air Max 90 and 95s over Jordan anytime of the day. And yes, I'm a Jordan sneakerhead to.",kolkata,78,88
574,574,In amsterdam air max 90's will never be out of fashion!!,kolkata,32,38
575,575,Awesome story mannn,kolkata,46,2
576,576,"What about the most forgotten & under-rated AM, the AM Light, just totally goes under the radar. Also the Air 180 barely got a mention & the AM ST was also not even mentioned? These are iconic AM's from the golden era/age. Thought this video was meant to be The Story Of Air Max?",delhi,19,73
577,577,"in the years 1995 96 97 98 99 00 and 2001 I always had nike air maxthen other shoes came, other brands and I haven't bought air max for yearsbought a few classics in 2010 / 2011 and then again for 10 yearsbut since yesterday bought a pair of nike air 90s again and from now on i will stick with it no more shoes on my feet than air max 90 in the coming years",kolkata,61,98
578,578,"I usually skip 30 seconds adds, just watched 24 minutes ad. Nike got game!",mumbai,43,69
579,579,If i could wear any sneaker forever it'll be the airmax 90 (i just ordered the hyper royal),chennai,91,41
580,580,Scoop Jackson talking from his heart ..,delhi,57,77
581,581,"Most desirable Nike releases these days are retros or new colorways of old shoe designs. T Scott, Virgil, Jordan's, etc.The 2090 are not in the same league as any 90s Airmax. They dude saying this generation doesn't have their own shoe is wrong. We do but it's not coming from Nike. From a creativity standpoint - the yeezy line is beyond anything Nike has done since the 97.",delhi,25,11
582,582,Going of subject I brought a pair of r4 shox recently ,mumbai,53,26
583,583,2219 This chick got the same VM360s that I do. ,kolkata,80,61
584,584,"Ahh....!! Airmax 97 still this day is my favourite. I remember back in 97 when it first came out. I couldn't convince my parents to buy me a pair. Especially in Indonesia, price is slightly more expensive for some reason. I was only 15 years old. Now I'm 40.",delhi,45,73
585,585,BW Classics are the shoe for me.. Raves at 14 n worn ever since...,kolkata,28,36
586,586,Air Max 93 the best of all time,delhi,65,8
587,587,"yup, complete with monochrome screen & shitty keypad",bangalore,82,22
588,588,@Tenamsal Sangma you know damn well he didnt get a laptop just to design some running shoes what software did it come with  Microsoft paint lmao,chennai,41,91
589,589,laptop was invented in 81' so..,bangalore,11,28
590,590,"Why isn't  the OG Airmax 2 , Airmax Lite never mentioned ?  imo the best looking Nike Airmax .",bangalore,21,63
591,591,"I have bought the all black 2090 air max and the pure platnum shown in the video. They are super comfortable and I feel like a badass while wearing them, even though I know I'm not.lol!!!",bangalore,66,78
592,592,"SHAME THE AIR UNIT GOT SO SMALL, BACK IN THE 90'S THE AIR UNIT WAS WAY BIGGER, ESPECIALLY ON THE 180'S, NIKE PLEASE BRING BACK THE OLD AIR UNIT ",kolkata,93,45
593,593,"Wish they gave the same speech and attention to nature, animals and the earth. I’m a sneakerhead but Nike is super commercialized and we should teach young people about Mother Nature not to make people think that wearing AM90 is OG.",chennai,99,20
594,594,I stan for my sis Scottie Beam!!! ,bangalore,62,90
595,595,Viewed this 2x on accident but I’m getting one of these shoes one day,bangalore,62,32
596,596,visit the nike store while watching this... well played nike...edit now i am happy owner of air max 90 slides...,kolkata,85,57
597,597,"Hearing how the shoes came up in these ""influencal cities"" is cool but for 90% of people who didn't live in these cities I couldn't give a fuck about the city or shoe I just like the shoe since it looks good. Also since these shoes are so old like the 95 the 90 the 97 than eventually their gonna get lost in time. Is it a big deal if the 95 was the first shoe to have a black midsole?",bangalore,90,59
598,598,Set a reminder and watch the premiere with us later today!,chennai,30,41
599,599,eyy Nike why is my Air Jordan 34 are getting water inside on the silver circles every time i step in water on the outsole,mumbai,36,18
600,600,Eyy nike why is my air jordan 34 are getting water on the multiple silver circles of the outsole,delhi,85,48
601,601,"Air max is the only shoe I wear, I even designed my own on the site",bangalore,69,56
602,602,1536 thats fire,delhi,10,27
603,603,Have the 2090s in Chile Red ,mumbai,62,67
604,604,"i  dont like the 2090 to be honest, it looks like a degrade when compared to 720",chennai,80,38
605,605,@corsinivideos yeah 2090 looks like its half finished don't know if they did like that on ourpose,kolkata,11,81
606,606,"Both garbage imho.  Problem is if we are being perfectly honest these newer designers don't have the vision or  attention to detail that hatfield, lozano and others had on these iconic shoes. Far too gimmicky looking and disjointed, also lack proper paneling and the structure these legendary air maxes had.",kolkata,78,76
607,607,Love my 720s. Whoever says they aren't comfy is smoking dick lmao. they are great and futuristic looking. not saying they are the best or whateva but they are definitely slept on a lot,chennai,8,1
608,608,The air Max 200 is my favorite,delhi,95,97
609,609,I love the 97s and 2090s,chennai,2,33
610,610,"2021 Classic BWs, please...",mumbai,96,10
611,611,Yeah! I need some persian violet in my collection! Best looking Air Max ever IMO.,delhi,27,80
612,612,My first shoe was a air max 90 kids and was size 3.5 now I wear size 10,kolkata,40,75
613,613,Love this video,delhi,62,68
614,614,"Who remembers the Nike Air Max FORCE 180, Charles Barkley shoe....... Bring that back",delhi,46,88
615,615,"In my neighborhood, the only Air Max i would see was on criminals and drug dealers, so i never wanted them.",bangalore,11,70
616,616,"As a born in the 80s raised in the 90s kid, I never really liked the look of the Air Max 90s. I preferred high tops, but times change and as one matures so do our tastes. Music that I never paid attention to in my childhood and food that I hated I now like today. Likewise the 90s are now my favourite sneaker.",mumbai,97,0
617,617,These shoes mean so much to me,bangalore,84,4
618,618,I will be a professional football player and develop my own collection with NIKE one day.,kolkata,93,3
619,619,"Nike WaterNike EarthNike FireNike AirLong ago, the four elements lived in a shoe.....",chennai,42,41
620,620,The best airs are Nike air max 97 but i love the vapourmax flyknit,delhi,89,84
621,621,thank you for making the infra reds again  ),bangalore,21,44
622,622,My first pair of nikey best shoe I ever had,mumbai,22,14
623,623,Just coped the ORANGE Air Max 90 they are so worth the £115 just an All round great shoe.,kolkata,29,15
624,624,"AirMax90s-white&white=O.Gs A few years later tn,s took it 2 another level and still going strong. .",mumbai,94,33
625,625,This is just a ad for the new AirMax lol,chennai,49,11
626,626,"Ofcourse it's an Ad, "" the best in History of Sneakers!!"" Haa, nice but who defines BEST.",kolkata,66,47
627,627,Legendary.,delhi,25,33
628,628,This is maybe the best Reputation that Gabber ever got since the ´90´s Thx for that!,delhi,72,67
629,629,The people that dislike this video wear YeezysOr they thought it meant Dis-I-Like,bangalore,12,29
630,630,TrueBlueDC4L I just dont like the look of the 2090 ,mumbai,49,66
631,631,nike air max classic bw ,delhi,98,24
632,632,as a teenager the new generations air max is the air max 270 or vapormax,kolkata,36,22
633,633,"I absolutely love my all black 270s, I have the wolf grey and all white 2090s which I can see being an icon of the 20s and beyond",kolkata,21,91
634,634,"True but they look quite big, a friend of mine wears 2090's in a size 9. If I put my vans in next to his nikes it looks like I have midget feet though I wear a size 9 as well ",kolkata,94,22
635,635,air max 90 new species. hands down,kolkata,20,46
636,636,Clark said it all “the people decide if it’s a classic” - nice film but those 2090’s are wack! When you see a kick and the endorphins pop - you gotta winner.,bangalore,61,38
637,637,Air Max Plus (TN) definitely!,bangalore,89,7
638,638,The Problem is that how do these guys keep their shoes so clean,delhi,14,58
639,639,"What colorway of the 90 is Clark Kent wearing?!?,",bangalore,66,85
640,640,Seriously... need to know,chennai,4,97
641,641,How about releasing the persian violet BW and Lazer blue 90's again PLEASE,kolkata,81,37
642,642,Yeah! Persian Violets were the shoes of my generation.,delhi,5,98
643,643,Never knew sneakers from the US were so popular around the world.,bangalore,62,79
644,644,"Have never had a Nike AirMax 90 what do are your reviews , I am thinking of getting one",chennai,49,3
645,645,Jordan Bolt Cuz they’re the worst AMs ever,bangalore,81,20
646,646,Please bring back 90 essentials,bangalore,93,13
647,647,90's!!!,bangalore,94,72
648,648,nice video  would have liked  a little more history though,mumbai,13,71
649,649,Airmax is my favorite of all tym,chennai,18,28
650,650,this is a great vid but the quality of the current shoes r just terrible,bangalore,96,18
651,651,prod chui yeah its quite annoying. those terrible weird “new generation airmax” are everywhere.. where i cant find the amazing air max 90s (im only 18 not some guy of some age),mumbai,37,35
652,652,Happy air max day! Happy birthday Seth Fowler!,kolkata,26,5
653,653,Went from running shoe to flockin shoe.,kolkata,75,8
654,654,The true story is their treatment of employees and consumers. I’ve dedicated 3 years to this “company “... The mighty shall fall.,chennai,13,76
655,655,"Got 97 for my 9th bday, expensive but mother saved up some money, and was able to wear them once to the pool where my bday party was with 10 friends... when changing again in the big shared lockerroom gone were my 97s, never ever i got the precious gems again cuz ppl get jealous... haha so sad",delhi,26,27
656,656,Air Max 97/1 Sean Wotherspoon. THE BEST OF ALL TIME.,kolkata,99,53
657,657,"Designing sneakers, Best job in the world for any sneaker OG",mumbai,38,7
658,658,"2337 If your only rule is to break the rules, that means you shouldn't break a rule.",delhi,37,52
659,659,"Nike air max 90 2020 infrared! My favourite sneaker of all time, let alone Nike sneaker lol, easiest question i've ever had to answer, i'm OBSESSED with them!",delhi,82,14
660,660,Air max 95s the best by far,bangalore,28,46
661,661,INFRAREDS PLEASE!,delhi,53,93
662,662,I was 20 when the og pair came out..no one in the hood wore them..then the dope boys and runners started the trend. Hated em..love em now.,delhi,57,15
663,663,I live in the uk so every time I see a 95 or 97 it just looks like a roadman shoe,kolkata,1,91
664,664,My FAVORITE Model Shoes  -THe 90' classic  <3 Are you OK? Like !!,delhi,83,54
665,665,Didnt know he was a high carb vegan!,delhi,84,6
666,666,Thats what you take from this?,mumbai,94,1
667,667,Just ordered a pair customized them myself black base and sole with a blue and gray top!! Cannot wait!!,kolkata,89,19
668,668,95s for life.,mumbai,27,24
669,669,Air Max 97 is my personal favourite.,kolkata,37,49
670,670,"1707 on the right wall, is that what i think it is?",bangalore,57,8
671,671,Notice how nobody talks about the shoes performance as an actual runner! Why? Because these shoes were nearly useless unless you weighed 180+ because the air bladders were encapsulated in think urathane and had a super stiff forefoot. I personally sold far more Pegasus to real runners...we never brought out Air Max for a true runner. The shoe clearly made it supporting the DJ/art culture!   Nike should do docs forthe original Air Trainer and the Agassi. How about a doc on Pressure?,chennai,77,14
672,672,One of the coolest shoes ever created.,kolkata,6,89
673,673,Mine fave airmax are the airmax 95s.,bangalore,59,8
674,674,1555 agreeeeeeeeee,bangalore,72,83
675,675,Nike stays living in the past,chennai,55,4
676,676,how the hell you not going to have Tinker speak smh... great video tho!,chennai,75,2
677,677,924 that’s my school,mumbai,75,33
678,678,97s are my favourite,kolkata,71,79
679,679,Dizzee rascal has a song called bubbles which is about air max,mumbai,46,8
680,680,2302 mans in bapestas,delhi,71,65
681,681,Marus Tsui Couldve rocked the roadstas for the video if he was gonna wear bapes,kolkata,76,30
682,682,"90 duck Camo's, Japan 97's and silver bullets. OG Volt 95's, TN's, first Vapormax. I could go on and on and on....! Oh and I forgot Air Max 1's and well!",mumbai,46,67
683,683,"Definitely not a fan of those air max 2090  my favorite Air Max ever are the 95’s, 1’s and 90’s oh yea and 97 silver bullets, metallic gold ones and the Vapor Maxes.",chennai,42,91
684,684,i've got the lunarlon air max infra red!,bangalore,49,94
685,685,AIr Max 90 all the way,bangalore,13,58
686,686,1730 Eshays have entered the chat,kolkata,74,94
687,687,im support 100% to original product from NIKE...,kolkata,51,57
688,688,I love my air verisitle III.,mumbai,30,68
689,689,They look like a mix of the 200s and 270,bangalore,98,54
690,690,This generation does have a shoe. It's called a Yeezy.,chennai,77,58
691,691,"@Dimitrije Tucović i like the 750s and the v3 AzealCoild use foam runners as crocs, very expensive ones for that",bangalore,20,90
692,692,And it's horrible and overpriced ,chennai,1,65
693,693,433 No one Him You can see the air. ,bangalore,96,81
694,694,such a nice shoe,bangalore,16,40
695,695,Yo Nike!! When we getting an Air Force 1 day. Just as iconic if not more than air max. Air 1's will be around forever like chuck taylors.,delhi,75,63
696,696,I got like 6 pairs of 90's... But what up with the 2013's in Inferred and Volt? No love for those?,delhi,8,79
697,697,1130,mumbai,79,8
698,698,Airmax 98 Modular! Still hunting for a pair...,bangalore,97,35
699,699,Team Nike all the way,bangalore,42,53
700,700,"You know someone is from Liverpool when they are wearing air max 95's I guarantee Liverpool in the UK has bought the most Nike air Max 95's in the world that shoe is part of our culture! Seeing Liverpool FC kits are going to be Nike next season whenever that bloody is with what's going on in the world right now, Nike need to do a air max 95 Liverpool design",bangalore,41,64
701,701,I wonder how these people got where they are? (besides hard work) like how do you just become the top nike designer?,chennai,68,47
702,702,I wish I could know more. is there designated teams for track suits? then shoes? then outewear? then colour ways? or is it a small team that does it all? AHHH,mumbai,0,96
703,703,The french accent of that juliana girl is so obnoxious I can't stand it. And I'm french urgh,kolkata,84,53
704,704,"My shoe collect is all air maxes, 270’s, tailwinds, tns and tnIII",kolkata,79,65
705,705,90s air max all time,delhi,95,59
706,706,AIR MAX IS THE BEST!!,bangalore,52,96
707,707,I'm different fsr where you at,bangalore,41,37
708,708,"Air max 95, air max 97 and air max plus. Thats it",mumbai,73,15
709,709,This is a different story than the one Jimmy Fallon told on his show.,kolkata,63,56
710,710,Bro my 90's are coming in a few days,mumbai,71,9
711,711,The leather in sneakers in the old days looked real and felt real...today the leather sneakers feel like fake leather...,chennai,55,49
712,712,"Why do they itw a DJ, an influencer, etc? That's ridiculous, I wanna Nike designers to tell me stories, not a random guy. Anyway, I wish they didn't kill the Air Max Big Window. That's my favorite shoe and it's impossible to find at a reasonable price now. (I managed to keep one yellow/black in pretty good shape tho before they disappeared.",kolkata,91,41
713,713,Bring back the Air MAX BW!,chennai,96,3
714,714,2090s are insanely comfortable,mumbai,15,53
715,715,Hell yea,bangalore,83,80
716,716,Air max bw classic,bangalore,43,77
717,717,i struggled to buy only 1 pair of air max plus's but these people got like 5 pairs,bangalore,13,18
718,718,Used to love the old air max 90s these new ones are a no from me you have ruined them,chennai,74,13
719,719,Please release the tn plus 3 in the og mint green and white colourway!!!,mumbai,80,13
720,720,DONT CHANGE AN ICON!!!,delhi,81,14
721,721,Plz bring them back out ^^,mumbai,1,50
722,722,"2090 will never beat the classic Air MAX 90, problem with a lot of modern sneakers they look super plasticy.",kolkata,36,92
723,723,If it ain't Broke Dont Fix It AIR MAX 96,kolkata,40,65
724,724,Am 1 / 90 / BW / 180In OG colour ways are all I care about,mumbai,8,97
725,725,In my part of Dubkin we called 95s turtle max,bangalore,71,77
726,726,I've the 2090s and hands down they look cool but I feel they lack some snugness in middle and towards the back of the shoe coz I always feel like my feet is sliding towards front of the shoe. They need to do a face-lift or something coz the shoe's grip and snugness needs to be uniform in front mid and back.,chennai,57,40
727,727,"The 2090s are trash, pure basura bruh",mumbai,20,12
728,728,do 2090s give more height than 90s?,kolkata,60,32
729,729,just receive my og 90 today......thats what brought me here hahahahahahahhaha personally it stops after 1998 and tn's......for me,chennai,66,14
730,730,had the 2090 for like 3 weeks already lmaoshoutout to finish line,kolkata,70,81
731,731,Man said this new generation doesn’t have a signature shoe!?!?? It’s called the airforce,bangalore,85,49
732,732,...Airmax 1’s ...95’s...97’s. The best Silhouettes.... but what they need to do now is figure a way for them soles not to crumble ....  best shoe of all time I’m my opinion...,chennai,10,59
733,733,"wow, very cool !",mumbai,73,48
734,734,I wonder what would happen if someone forgot to wear a pair of Nikes when going to work...,kolkata,41,48
735,735,BWs need to be released to the world one of the best trainers ever and 110s haven't been 110 for a long time,kolkata,93,81
736,736,But it goes  BWs 1st then 95s 2nd and 91s 3rd there is no other order......,chennai,37,33
737,737,"bruh check it, tupac had the og am90s on in the trapped video off his first album in 1991. 'hood' people did wear air maxes then",mumbai,20,38
738,738,you know you're a boomer when you say corny lol,mumbai,90,76
739,739,Why does Nike always leave out the Air Max IV?,chennai,90,19
740,740,Air Force 1 is knocking,chennai,80,2
741,741,"""See it as a personality"".....has the world gone mad?",kolkata,79,48
742,742,I agree air max is iconic. There is is silhouette or color way for everyone. If you don't like one you can bet you can find one,mumbai,75,56
743,743,who did the design the girl or the director??? you only have a creator that DESERVE TO BE MENTIONED....,mumbai,63,71
744,744,please please please please bring back the BW classics,mumbai,2,28
745,745,My airmax97 ultra17 is back to fashion thx to 30th anniversary,bangalore,88,58
746,746,Wish i have a money to buy this shoes.,chennai,79,38
747,747,"I’ve got a picture of my air max from 2013 they were my favoruite ever and I have no idea what they’re called I want to buy them again so bad, if anyone’s expert can you help me pleaseee",kolkata,49,20
748,748,"Hi, Nike please notice me!I really love Nike AirMax. All my shoes are AirMax. I also collect different stuffs of Nike.#NikeLoverPh",delhi,8,87
749,749,thanks to korea .. china .. india ..and vietnam and indonesia ... that has make this all sneakers .. because the Fact is there NO Nike made in USA ,mumbai,81,58
750,750,In the 90s Netherlands the air max was THE hooligan shoe,delhi,98,89
751,751,I like that 110 nickname they gave em.,chennai,82,9
752,752,Need to talk more about tns and it’s popularity in aus,delhi,11,3
753,753,"017 what sneakers is this , someone let me know the name please",bangalore,1,16
